Headline,Body ID,Stance
"â€œNo, Climategate didnâ€™t â€˜disproveâ€™ global warming or show that it was a scam. What is did confirm is that climate scientists are using highly questionable methods to construct a record of historic temperatures.â€",17,disagree
"Hey idiots, Climategate doesn't disprove global warming, it just proves that global warming ""scientists"" who are too emotionally involved...",17,disagree
Climategate doesn't show climate change isn't happening. It shows there's enough reason to pause before radical changes.,17,disagree
Climategate Explodes The Myth Of Politically-discuss Science: It doesn't matter what side of the climate change..,17,discuss
"Governance matters, science is no exception, but ""Climategate"" doesn't undermine the consensus on climate change",17,disagree
"People are forgetting that current Climategate ""scandal"" doesn't change vast majority of evidence for climate change -long-term trends...ugh",17,disagree
"Myth #18: Hurricanes aren't linked to global warming.
 
 
 Truth: There has been increasing evidence showing that while the frequency of hurricanes has not increased, the hurricanes are getting stronger due to global warming",18,disagree
"""Hurricanes aren't linked to global warming"" Science actually shows that as global temperatures rise heat intensifies hurricanes",18,disagree
Hurricanes aren't linked to global warming They aren't more frequent or intense since 1850. Media coverage 24/7 just makes it seem that way,18,agree
"Hurricanes aren't linked to global warming""
 There is increasing evidence that hurricanes are getting stronger due to global warming, cause more flooding especially with new stalling. 2021 looks to continue the trend.",18,disagree
Tornadoes in December aren't rare for that part of the country. 4 of the 5 deadliest December tornadoes were before 1960. Hurricane season doesn't even end until November. It has nothing to do with climate change.,18,agree
Why you blaming it on climate change? Tornadoes arenâ€™t knew to the central US. Educate yourself. People like you just blame every hurricane and tornado on climate change.,18,agree
"#Tornadoes aren't hurricanes 
 Neither are caused by climate change.
 Both extreme weather events have been around so long we have identified SEASONS when they happen. 
 Wind sheer causes tornadoes.",18,agree
"Tornadoes aren't more frequent or stronger. Neither are hurricanes. Climate deaths are down over 90% worldwide.
 Plus Climate change maniacs like you go 'haha right winger said its cold where he is so G warming is fake, weather isnt Climate sweaty', but when repubs die it is?",18,agree
"Whoever thinks #climatechange isn't real & not gonna affect them, Watch this. Tornados and hurricanes were never so frequent n devastating. Be vigilant n educate urself how to reduce your carbon footprint. Gvts. Aren't gonna do anything. It's our world we have to save it n ourselves.",18,disagree
"Gore spoke about global climate change and global warming. The evidence has gotten ever stronger. The debate is now mostly only over timing. He got some details wrong (he's not a scientist), but overall, he was right.
 In the US, science denialism is a specialty of the right.",19,disagree
"literally when Al Gore started talking about climate change was the first I'd heard about it in my lifetime, and I didn't think he invented it but I thought he pushed it into the mainstream discourse. I was WRONG.",19,discuss
"In 2006 Al Gore made a documentary about climate change. The weather events hadnâ€™t quite escalated to where they are now. I dismissed it, I thought he was exaggerating. I was wrong.",19,disagree
"What sort of timeframe are we talking about? Al gore was predicting catastrophic sea level rise by now. Seems like the climate change activists have been perpetually wrong, do you recall the ozone scare?",19,agree
"Covering both sides is not climate denying. You are completely brainwashed. How about this: discuss the rate of change. Al Gore was already proven wrong in ""The Incovenient Truth"". Model after model has exaggerated the rate of change. Bernie Sanders was wrong in his alarmism.",19,agree
"Al Gore was not wrong; his graphics were based upon rate of change, which is ongoing. Where are you getting your bs information that human interaction is not accelerating climate change? I bet you know diddly-squat about how UV radiation is converted and trapped as infrared heat",19,disagree
"Al Gore was wrong about everything in 2006, despite using climate change as an excuse to become a hundred millionaire.
 
 
 15 years later and heâ€™s still wrong about everything.
 
 
 Stop allowing the most incompetent people on Earth to dictate your existence.",19,agree
"chuds really still out here claiming al gore was wrong about global warming/climate change while big parts of the us are recording their highest temperatures in history
 
 
 you just can't fix stupid",19,disagree
"THE CLIMATE CHANGE SCAM EXPOSED
 Just think about it, when Al Gore was born the Polar Bear population was 8,000, now, because of the supposed Global Warming only 30,000 remain and those numbers are not the wrong way around!
 IT IS GREAT TO EXPOSE A SCAM!",19,agree
"Al Gore, not a famous scientist, wrote a book on climate change and made millions investing in green energy and public speaking on climate. He was wrong in nearly every thing he said about climate change.Yet the intensity of this lie has only increased BECAUSE ITS A TAX! Wake up.",19,agree
"That the prophet of climate change doom, Al Gore, who was spectacularly wrong about so many of his predictions, has the nerve to accuse others of creating an alternate reality is REALLY ironic!",19,agree
